Publisher Name,Publisher Registry Id,Activities,Organisations,Files,Activity Files,Organisation Files,Total File Size,Reporting Org on Registry,Reporting Orgs in Data (count),Reporting Orgs in Data,Hierarchies (count),Hierarchies
International Federation of Accountants,ifac,18,0,1,1,0,45492,CH-FDJP-CHE102197003,1,CH-FDJP-CHE102197003,1,1
International Fund for Agricultural Development (IFAD),ifad,1181,1,126,125,1,54557406,XM-DAC-41108,1,XM-DAC-41108,1,null
Commune de Ifangni - Bénin,ifangni,1,1,2,1,1,74898,BJ-IFU-6201100143407,1,BJ-IFU-6201100143407,1,null
International Finance Corporation,ifcwbg,5689,1,161,160,1,40443403,XM-DAC-903,1,XM-DAC-903,1,null
International Fertilizer Development Center,ifdc-us,9,1,2,1,1,212701,US-EIN-63-0676451,1,US-EIN-63-0676451,1,1
IFOAM - Organics International,ifoam,57,3,2,1,1,160389,DE-CR-BonnVR8726,1,DE-CR-BonnVR8726,1,1
International Food Policy Research Institute,ifpri,2,1,2,1,1,34419,XI-GRID-grid.419346.d,2,XI-GRID-grid.419346.d;XI-IATI-XI-GRID-grid.419346.d,1,1
International Federation of the Red Cross and Red Crescent (IFRC),ifrcrcs,13265,4,50,46,4,104039576,XM-DAC-21018,1,XM-DAC-21018,1,1
Institut de Formation Syndical International - Internationaal Syndicaal Vormingsinstituut,ifsi_isvi,17,1,14,13,1,431860,BE-BCE_KBO-0453072647,1,BE-BCE_KBO-0453072647,2,1;2
IHE Delft Institute for Water Education,ihedelft,3,1,2,1,1,117007,NL-KVK-41146484,1,NL-KVK-41146484,1,1
International Institute for Environment and Development,iied,15,0,4,4,0,160789,GB-COH-02188452,1,GB-COH-02188452,1,null
Index Initiative Foundation,iif,1,1,2,1,1,7676,NL-KVK-70292388,1,NL-KVK-70292388,1,1
The International Institute for Sustainable Development,iisd,3,1,2,1,1,36228,CA-CRA_ACR-127202349,1,CA-CRA_ACR-127202349,1,1
The International Institute for Strategic Studies,iiss,1,0,1,1,0,11080,GB-CHC-206504,1,GB-CHC-206504,1,1
Institute for International Workers Education,iiwe,5,1,2,1,1,179726,BE-BCE_KBO-0445412518,1,BE-BCE_KBO-0445412518,2,1;2
ILGA Asia,ilgaasia,2,0,1,1,0,36819,TH-MOI-KhorThor2882,1,TH-MOI-KhorThor2882,2,1;2
International Labour Organization (ILO),ilo,7309,1,8,7,1,35673330,XM-DAC-41302,1,XM-DAC-41302,1,1
Ibrahimia Media Center,imc-2021,1,1,2,1,1,17552,EG-MOSS-3959350,1,EG-MOSS-3959350,1,1
International Medical Corps UK,imc_uk,9,1,2,1,1,227932,GB-CHC-1093861,1,GB-CHC-1093861,2,1;2
IMC WORLDWIDE,imcw_admin,174,0,6,6,0,581406,GB-COH-02651349,1,GB-COH-02651349,2,1;null
IMD Moçambique,imdmozambique,11,0,1,1,0,168342,MZ-MOJ-100717344,1,MZ-MOJ-100717344,1,1
International Monetary Fund,imf,42,0,1,1,0,124542,XM-DAC-43000,1,XM-DAC-43000,1,1
IMPACT Initiatives,impact_initiatives,3,1,2,1,1,31450,XM-OCHA-HPC9829,1,XM-OCHA-HPC9829,1,1
"Imperial College of Science, Technology and Medicine",imperial,2,1,2,1,1,7782,GB-COH-04465125,1,GB-HESA-GB-COH-04465125,1,1
International Media Support,ims,3,1,2,1,1,21466,dk-cvr-26487013,1,DK-CVR-26487013,1,1
International Network for Advancing Science and Policy,inasp,1,1,2,1,1,55842,GB-CHC-1106349,1,GB-CHC-1106349,1,1
International Network for Bamboo and Rattan (INBAR),inbar,42,1,8,7,1,214046,XM-DAC-47064,2,XI-PB-402;XM-DAC-47064,3,1;2;4689624
Indigo Trust,indtrust,249,1,2,1,1,503351,GB-CHC-1075920,1,GB-CHC-1075920,1,null
"Institut National de l'Eau, Benin",ine_benin,1,1,2,1,1,29183,BJ-IFU-4201710116446,1,BJ-IFU-4201710116446,1,null
inHive,inhive,1,0,1,1,0,5829,GB-CHC-1150964,1,GB-CHC-1150964,1,1
International Network of People who Use Drugs (INPUD),inpud_admin,8,1,2,1,1,184554,GB-COH-08828458,1,GB-COH-08828458,1,1
International NGO Safety Orgnisation,inso,4,1,5,4,1,13846,GB-CHC-1140276,1,GB-CHC-1140276,1,1
Instiglio,instiglio,2,1,3,2,1,32674,US-EIN-45-5015494,1,US-EIN-45-5015494,1,1
Integrity Research and Consultancy Ltd,integrity,8,1,8,7,1,86541,GB-COH-07321996,1,GB-COH-07321996,1,1
Integrity Action,integrity_action,53,1,2,1,1,102314,GB-COH-4884328,1,GB-COH-4884328,1,1
InterAction,interaction,41,1,2,1,1,186881,US-EIN-13-3287064,1,US-EIN-13-3287064,1,null
interburns,interburns,2,1,2,1,1,27011,GB-CHC-1122299,1,GB-CHC-1122299,1,1
International Alert,international-alert,296,0,1,1,0,1985492,GB-COH-2153193,2,GB-COH-2153193;GB-COH-21531930,1,1
Interpeace,interpeace,77,1,2,1,1,521469,CH-FDJP-CHE109994012,1,CH-FDJP-CHE109994012,1,null
INTERSOS Onlus,intersos_main,2,0,2,2,0,75860,IT-CF-97091470589,1,IT-CF-97091470589,1,1
INTRAC,intrac,2,0,1,1,0,29843,GB-CHC-1016676,1,GB-CHC-1016676,1,1
IntraHealth International,intrahealth,1,1,2,1,1,48306,US-EIN-550825466,1,US-EIN-550825466,1,null
InvestInternational,investinternational,420,0,2,2,0,5107010,NL-KVK-83517626,1,NL-KVK-83517626,2,1;2
IOD PARC,iodparc,15,1,2,1,1,75734,GB-COH-03613839,1,GB-COH-03613839,1,1
International Organization for Migration (IOM),iom,3277,1,2,1,1,17170918,XM-DAC-47066,1,XM-DAC-47066,1,null
iPartner India,ip-india,1,1,2,1,1,31261,GB-CHC-1114944,1,GB-CHC-1114944,1,1
International Procurement Agency,ipa,16,1,6,5,1,70556,NL-KVK-32037590,1,NL-KVK-32037590,1,1
Panos Institute West Africa (PIWA),ipao,33,0,1,1,0,73140,SN-NINEA-621108990A0,1,SN-NINEA-621108990A0,1,1
Ipas,ipas,8,1,2,1,1,38634,US-EIN-56-1071085,1,US-EIN-56-1071085,1,1
International Primary Care Respiratory Group,ipcrg,1,1,2,1,1,9237,GB-SC-035056,1,GB-SC-035056,1,1
Irrawaddy Policy Exchange,ipe,1,0,1,1,0,30024,JE-FSC-NPO_1108,1,JE-FSC-NPO_1108,1,1
IPE Global Limited,ipeglobal,8,0,1,1,0,82544,IN-MCA-U74140DL1998PLC097579,1,IN-MCA-U74140DL1998PLC097579,1,1
International Planned Parenthood Federation,ippf,37,1,2,1,1,1620317,GB-CHC-229476,1,GB-CHC-229476,1,1
Iraq Foundation,iraq_foundation,12,1,2,1,1,206491,US-EIN-521750875,1,US-EIN-521750875,1,1
IRC,irc,7,0,1,1,0,214391,NL-KVK-41151952,1,NL-KVK-41151952,1,null
The International Rescue Committee,irc_inc,102,1,2,1,1,1654402,US-EIN-13-5660870,1,US-EIN-13-5660870,1,1
International Rescue Committee UK,irc_uk,88,1,2,1,1,1202344,GB-CHC-1065972,1,GB-CHC-1065972,1,1
IREX (International Research and Exchange Board),irex,14,1,2,1,1,131988,US-EIN-22-3087809,1,US-EIN-22-3087809,1,1
Irise International,irise_int,1,0,1,1,0,24897,GB-CHC-1157722,1,GB-CHC-1157722,1,1
Ireland - Department of Foreign Affairs,irishaid,15141,1,13,12,1,28177532,XM-DAC-21-1,1,XM-DAC-21-1,4,0;1;2;null
Islamic Relief Worldwide,irw,22,1,2,1,1,465532,GB-CHC-328158,1,GB-CHC-328158,1,0
Initiative Sankofa d'Afrique de l'Ouest,isdao,4,0,1,1,0,151818,GH-RGD-CG200980721,1,GH-RGD-CG200980721,2,1;2
The Institute for Strategic Dialogue,isdglobal,1,0,1,1,0,4075,GB-COH-06581421,1,GB-COH-06581421,1,1
Institute for Security Studies,issafrica,3,0,1,1,0,523175,ZA-NPO-006-981,1,ZA-NPO-006-981,1,null
Itad,itad,8,1,8,7,1,70066,GB-COH-1869600,1,GB-COH-1869600,1,1
International Trade Centre (ITC),itc,0,1,1,0,1,18177,XM-DAC-45001,1,XM-DAC-45001,0,
ITECO - Centre de formation pour le développement,iteco,4,0,3,3,0,67851,BE-BCE_KBO-0415499795,1,BE-BCE_KBO-0415499795,2,1;2
IT for Change,itforchange,1,0,1,1,0,86804,IN-MHA-094421114,1,IN-MHA-094421114,1,1
Institute of Tropical Medicine,itm,18,1,2,1,1,259498,BE-BCE_KBO-0410057701,1,BE-BCE_KBO-0410057701,2,1;2
International Treatment Preparedness Coalition (ITPC),itpc,5,1,5,4,1,59958,BW-CIPA-CO20151011,1,BW-CIPA-CO20151011,1,2
International Union for Conservation of Nature and Natural Resources,iucn,7,1,3,2,1,174550,XM-DAC-30011,2,RW-MINAFFET-0766/09.06/32/16;XM-DAC-30011,2,1;null
IUCN Nederlands Comité,iucn_nl,48,1,2,1,1,1207951,NL-KVK-41180885,1,NL-KVK-41180885,1,null
Impunity Watch,iw_admin,1,0,1,1,0,125533,NL-KVK-30238214,1,NL-KVK-30238214,1,1
International Women's Development Agency,iwda,7,1,3,2,1,475270,AU-ACNC-19242959685,1,AU-ACNC-19242959685,1,1
Institute for War & Peace Reporting,iwpr,9,0,1,1,0,13642,GB-CHC-1027201,1,GB-CHC-1027201,1,1
International Women's Rights Action Watch Asia Pacific,iwrawasiapacific,6,0,1,1,0,53142,MY-SSM-199601006465,1,MY-SSM-199601006465,1,1
Interact Worldwide,iww_publish,4,0,4,4,0,13064,GB-CHC-1001698,1,GB-CHC-1001698,1,1
International Youth Alliance for Family Planning,iyafp,1,1,2,1,1,4607,US-EIN-47-5049026,1,US-EIN-47-5049026,1,1
Forschungsinstitut zur Zukunft der Arbeit GmbH (IZA),iza,1,0,1,1,0,52519,DE-CR-RA000220-HRB7745,1,DE-CR-7745,1,1
Association des Editeurs du Magazine Jimbere,j2022,1,1,2,1,1,73555,BI-NIF-4001055070,1,BI-NIF-4001055070,1,1
Just Associates,jass,21,0,2,2,0,841691,US-EIN-06-1597-668,1,US-EIN-06-1597-668,2,1;null
Jeevika Trust,jeevika_trust,1,0,1,1,0,5578,GB-CHC-291167,1,GB-CHC-291167,1,1
Justice For All Prison Fellowship Ethiopia,jfa-pfe,1,0,1,1,0,6006,ET-CSA-1327,1,XI-IATI-ET-CSA-1327,1,1
Japan International Cooperation Agency (JICA),jica,44522,0,40,40,0,191287175,XM-DAC-701-8,1,XM-DAC-701-8,1,null
Jinja district union of persons with disabilities,jidu2021,1,0,1,1,0,3753,UG-204CBO-JJA02202000348,1,UG-204CBO-628,1,1
Joshua Orphan and Community Care,jocc_uk,1,1,2,1,1,25855,GB-CHC-1114727,1,GB-CHC-1114727,1,1
Jordan Open Source Association,josa,1,1,2,1,1,67843,JO-MSD-2011101100001,1,JO-MSD-2011101100001,1,1
JoWomenomics,jowomenomics,3,1,2,1,1,53669,JO-MSD-200159274,1,JO-MSD-200159274,1,1
Abdul Latif Jameel Poverty Action Lab at MIT,jpal,3,1,2,1,1,168755,US-EIN-042103594,1,US-EIN-042103594,1,1
Jordan River Foundation,jrf,3,0,1,1,0,52026,XM-OCHA-HPC3664,1,XM-OCHA-HPC3664,1,1
Kadaster International,kad,5,0,1,1,0,27453,NL-KVK-08215619-201210000,2,NL-KVK-08215619-201210000;null,1,1
Karuna Trust,karuna,2,0,1,1,0,5544,GB-CHC-327461,1,GB-CHC-327461,1,1
Kenya Community Development Foundation,kcdf,1,1,2,1,1,69117,KE-RCO-C95110,1,KE-RCO-C95110,1,1
I Choose Life Africa,ke-ngc-3372,1,1,2,1,1,3877,KE-NGC-3372,1,KE-NGC-3372,1,1
Kemitraan Bagi Pembaruan Tata Pemerintahan,kemitraan,1,1,2,1,1,3477,ID-KHH-6014052331100057,1,ID-KHH-ID-KHH-6014052331100057,1,1
Kepa ry,kepa,5,1,2,1,1,38142,FI-PRO-143138,1,FI-PRO-143138,2,1;2
Kenya Private Sector Alliance,kepsa,2,0,2,2,0,48374,KE-RCO-105217,1,KE-RCO-105217,1,1
Kerk in Actie,kerk_in_actie,3,0,1,1,0,43664,NL-KVK-30258482,1,NL-KVK-30258482,1,1
Kesho Kenya,kesho_kenya,1,1,2,1,1,255420,KE-NCB-218/051/15179/10159,1,KE-NCB-218/051/15179/10159,1,1
Commune de Kétou - Bénin,ketou,4,1,2,1,1,329961,BJ-IFU-6200901851300,4,BJ-IFU-4201710012551;BJ-IFU-5200801335602;BJ-IFU-6200901851300;BJ-IFU-6201501755307,1,null
King Hussein Foundation,khf,31,0,1,1,0,826411,XI-IATI-KHF,1,XI-IATI-law22.1999,1,1
kidasha,kidasha,1,0,1,1,0,15578,GB-CHC-1106156,1,GB-CHC-1106156,1,1
King's College London,kingscollegelondon,3,0,1,1,0,58156,GB-COH-RC000297,1,GB-COH-RC000297,1,1
Friends of Kipkelion,kipkelion,1,1,2,1,1,11912,GB-CHC-1142476,1,GB-CHC-1142476,1,1
Royal Tropical Institute,kit,24,1,2,1,1,845157,NL-KVK-33185213,1,NL-KVK-33185213,1,1
KITUO CHA SHERIA,kituo,1,1,2,1,1,12167,KE-KRA-P051098561L,1,KE-KRA-P051098561L,1,1
KIYO,kiyo,11,1,2,1,1,187691,BE-BCE_KBO-0416867297,1,BE-BCE_KBO-0416867297,2,1;2
Commune de Klouékanmè - Bénin,klouekanme,3,1,2,1,1,247856,BJ-IFU-6201100034408,3,BJ-IFU-6201000370801;BJ-IFU-6201100034408;BJ-IFU-6201300688700,1,null
Kathmandu Medical College Public Limited,kmc,1,0,1,1,0,1461,NP-CRO-1158-065-066,1,NP-CRO-NP-CRO-1158-065-066,1,1
Kisumu Medical and Education Trust,kmet,1,0,1,1,0,19036,KE-KRA-P051119468K,1,KE-KRA-P051119468K,1,null
Karuna Mission Social Solidarity - KMSS,kmss,1,0,1,1,0,26306,MM-MHA-1/Local/0047,1,MM-MHA-1/Local/0047,1,1
Kenya National Commission on Human Rights,knchr,7,0,1,1,0,83797,KE-KRA-P051155108P,1,KE-KRA-P051155108P,1,1
Koninklijk Nederlands Meteorologisch Instituut,knmi,1,0,1,1,0,17109,NL-KVK-30276595,1,NL-KVK-30276595,1,1
Kwame Nkrumah University of Science and Technology,knust,1,1,2,1,1,3964,XI-GRID-grid.9829.a,1,XI-GRID-grid.9829.a,1,1
Royal Netherlands Football Association,knvb,1,3,2,1,1,20112,NL-KVK-40478591,1,NL-KVK-40478591,1,1
KPMG East Africa,kpmgea,3,1,2,1,1,188211,TZ-BRLA-36057,1,TZ-BRLA-36057,1,1
KPMG LLP,kpmgllp,1,1,2,1,1,115284,GB-COH-OC301540,1,GB-COH-OC301540,1,1
Commune de Kpomassè - Bénin,kpomasse,4,1,2,1,1,328497,BJ-IFU-6201101182902,4,BJ-IFU-6201000370801;BJ-IFU-6201100034408;BJ-IFU-6201101182902;BJ-IFU-6201300688700,1,null
Kyiv School of Economics and Management,kse,1,1,2,1,1,5440,UA-EDR-37199602,1,XI-IATI-UA-EDR-37199602,1,1
King Salman Humanitarian Aid and Relief Centre,ksrelief291,831,0,69,69,0,1879690,XM-OCHA-HPC6770,2,XM-OCHA-HPC6770;XM-OCHAS-HPC6770,1,1
Kvinna till Kvinna,ktk,3,1,2,1,1,35239,JO-CCD-200178924,1,JO-CCD-200178924,1,1
Innovate UK KTN,ktn,1,0,1,1,0,7006,GB-COH-08705643,1,GB-COH-08705643,1,1
KwaAfrica,kwaafrica,1,1,2,1,1,16209,GB-CHC-1054369,1,GB-CHC-1054369,1,1
The Legal Aid Forum,laf,3,0,1,1,0,95145,RW-RGB-114-RGB-RGO-2013,1,RW-RGB-114-RGB-RGO-2013,1,1
Commune de Lalo - Bénin,lalo,4,1,2,1,1,322494,BJ-IFU-6200901944805,4,BJ-IFU-6200901944209;BJ-IFU-6200901944805;BJ-IFU-6201001076902;BJ-IFU-6201001843703,1,null
Landell Mills,landell-mills,6,0,6,6,0,24421,GB-COH-1574821,1,GB-COH-1574821,1,1
Larive International,larive,9,1,2,1,1,27881,NL-KVK-30157019,1,NL-KVK-30157019,1,1
Legal Action Worldwide,law,1,1,2,1,1,45614,NL-KVK-74799525,1,NL-KVK-74799525,1,1
WSP USA Solutions Inc.,lbg,1,1,2,1,1,118631,US-EIN-13-3622707,1,US-EIN-13-3622707,1,1
Loughborough University,lboro,2,0,1,1,0,64056,GB-HESA-10004113,1,GB-HESA-10004113,1,1
London Business School,lbs,1,0,1,1,0,8607,GB-COH-RC000721,1,GB-COH-RC000721,1,1
Louvain Coopération,lc,20,1,2,1,1,495085,BE-BCE_KBO-0422717486,1,BE-BCE_KBO-0422717486,2,1;2
Leonard Cheshire Disability,lcd_admin,13,1,2,1,1,217601,GB-CHC-218186,1,GB-CHC-218186,1,1
Link Community Development International,lcdi_admin,4,1,5,4,1,115898,GB-CHC-1048007,1,GB-CHC-1048007,1,1
Link Community Development Scotland,lcds,1,0,1,1,0,9169,GB-SC-SC037959,1,GB-SC-SC037959,1,1
Light Castle Partners,lcp,1,1,2,1,1,9704,BD-ROC-C-107131,1,BD-ROC-C-107131,1,1
Local Development and Small Projects Support,ldsps,13,0,1,1,0,231949,TR-MOI-27-018-163,1,TR-MOI-27-018-163,1,1
LEAD International,lead_international,1,0,1,1,0,2460,GB-COH-4075590,1,GB-COH-4075590,1,1
Learning for Life,learningforlife,1,1,2,1,1,23389,GB-CHC-1105277,1,GB-CHC-1105277,1,1
University of Leeds,leedsuni,3,1,4,3,1,16265,GB-COH-RC000658,1,GB-COH-RC000658 ,1,1
Land Equity International,lei,1,1,2,1,1,4676,AU-ABN-42097054165,1,AU-ABN-097054165,1,1
Lemann Foundation,lemann,1,0,1,1,0,17712,CH-FDJP-CHE109668357,1,CH-FDJP-CHE109668357,1,1
Lepra,lepra,35,1,2,1,1,162962,GB-CHC-213251,1,GB-CHC-213251,1,1
Stichting Leprazending Nederland - The Leprosy Mission Netherlands,leprazending-tlm-nl,4,1,2,1,1,28810,NL-KVK-41039028,1,NL-KVK-41039028,1,1
Light For The World Belgium,lftw-be,5,1,2,1,1,128409,BE-BCE_KBO-0460240749,1,BE-BCE_KBO-0460240749,2,1;2
Light for the World International,lftw-int,3,1,2,1,1,27404,AT-ZVR-315688676,1,AT-ZVR-315688676,1,1
Laïcité et Humanisme en Afrique Centrale (LHAC),lhac,3,1,2,1,1,22476,BE-BCE_KBO-0464147473,1,BE-BCE_KBO-0464147473,2,1;2
LAMB Health Care Foundation,lhcf,1,1,2,1,1,13990,GB-CHC-1101217,1,GB-CHC-1101217,1,1
YMCA of Liberia,libymca,1,0,1,1,0,33090,LR-MPEA-NGO-AC-0298,1,LR-MPEA-NGO-AC-0298,1,1
Liga Internacional de Mujeres por la Paz y la Libertad - Limpal Colombia,limpal-colombia,1,0,1,1,0,27451,CO-RUE-830053223,1,CO-RUE-830053223,1,1
"Lithuania, Ministry of Foreign Affairs",lithuania_mfa,0,0,0,0,0,0,XM-DAC-84,0,,0,
Lively Minds,livelyminds,1,1,2,1,1,15087,GB-CHC-1125512,1,GB-CHC-1125512,1,1
Living Earth Foundation,livingearth12,11,0,1,1,0,208976,GB-CHC-800672,1,GB-CHC-800672,1,null
LIWA programme trust,liwa-admin,1,0,1,1,0,4793,KE-KRA-P051542095J,1,KE-KRA-p051542095j,1,1
Danish Trade Union Development Agency (Ulandssekretariatet),loftf,2,1,2,1,1,38703,DK-CVR-20453672,1,DK-CVR-20453672,1,1
OurLoop Stitchting,loop,3,0,1,1,0,27266,NL-KVK-861193660,1,NL-KVK-861193660,1,1
living peace institute,lpi,12,0,3,3,0,582612,XI-IATI-LPI,1,XI-IATI-LPI,1,1
London School of Economics and Political Science,lse,3,0,1,1,0,178045,GB-COH-00070527,1,GB-COH-00070527,1,1
London School of Hygiene and Tropical Medicine,lshtm,4,0,1,1,0,277824,GB-EDU-133903,1,GB-EDU-133903,1,1
Liverpool School of Tropical Medicine,lstm,8,1,3,2,1,401788,GB-CHC-222655,1,GB-CHC-222655,1,1
LTS International Limited,lts,22,0,1,1,0,1731069,GB-COH-SC100833,1,GB-COH-SC100833,1,1
Luminate Foundation Inc.,luminate,239,0,1,1,0,813417,US-EIN-82-3941326,1,US-EIN-82-3941326,1,null
mothers2mothers,m2m_sa,2,1,3,2,1,31913,ZA-NPO-025-359,1,ZA-NPO-025-359,1,1
Mzumbe University,m_u,4,1,2,1,1,15114,XI-GRID-grid.442465.5,1,XI-GRID-grid.442465.5,1,1
Spain - Ministry of Foreign Affairs and Cooperation,maec,37906,1,144,143,1,165008432,ES-DIR3-E04585801,1,ES-DIR3-E04585801,1,null
MAG,mag,22,1,2,1,1,3130680,GB-CHC-1083008,1,GB-CHC-1083008,2,1;2
The Mailman School of Public Health,mailman_school_of_public_health,1,0,1,1,0,3448,XI-BRIDGE-1812689272,1,XI-BRIDGE-1812689272,1,1
Mainline,mainline,11,1,6,5,1,341104,NL-KVK-41209946,1,NL-KVK-41209946,1,2
Makerere University School of Public Health,maksph,12,0,1,1,0,22724,XI-GRID-grid.11194.3c,1,XI-GRID-XI-GRID-11194.3c-999856601,1,1
Malaria Consortium,malariaconsortium,356,1,137,136,1,2590726,GB-CHC-1099776,1,GB-CHC-1099776,2,1;2
Mama Cash,mamac,41,1,2,1,1,724036,NL-KVK-41202535,1,NL-KVK-41202535,1,1
MAMTA - Health Institute for Mother and Child,mamta_himc,1,1,2,1,1,12621,IN-,1,mam_in,1,1
Mango Tree Property Management LTD,mangotree,1,0,1,1,0,10459,UG-RSB-229709,1,UG-RSB-229709,1,1
MannionDaniels,manniondaniels,85,0,5,5,0,3589764,GB-COH-04105827,1,GB-COH-04105827,3,1;2;null
MapAction,mapaction,11,0,5,5,0,68727,GB-CHC-1126727,1,GB-CHC-1126727,2,1;2
marysmeals,marysmeals,3,1,3,2,1,78202,GB-SC-SCO45223,1,GB-SC-SCO45223,1,1
Mastercard Foundation,mastercard-foundation,1140,1,2,1,1,1290884,CA-CRA_ACR-817387277,1,CA-CRA_ACR-817387277,1,null
Max Foundation,max-foundation,5,2,2,1,1,104634,NL-KVK-34219433,1,NL-KVK-34219433,1,1
Stichting Mayday Rescue Foundation,maydayrescue,2,1,3,2,1,6899,NL-KVK-855689493,1,NL-KVK-855689493,1,1
Mercy Corps Europe,mce,51,2,2,1,1,1366797,GB-SC-SC030289,1,GB-SC-SC030289,1,1
Mercy Corps Global,mcg,1,0,1,1,0,2678,US-EIN-91-1148123,1,US-EIN-91-1148123,1,1
McKinsey & Company,mck,10,1,7,6,1,33366,GB-COH-FC012665,1,GB-COH-FC012665,1,1
Mercy Corps Netherlands,mcn,2,1,2,1,1,54975,NL-KVK-70333564,1,NL-KVK-70333564,1,1
M&C Saatchi,mcs_new,1,0,1,1,0,11711,GB-COH-OC364842,1,GB-COH-OC364842,1,1
MDF Global,mdf,4,0,2,2,0,177737,NL-KVK-56821743,1,NL-KVK-56821743,1,null
Media Development Investment Fund,mdif,1,0,1,1,0,3253,US-EIN-13-4052259,1,US-EIN-13-4052259,1,1
Medecins du Monde France,mdm-fr,2,1,3,2,1,5419,FR-INSEE-32101874900127,1,FR-INSEE-32101874900127,1,1
Medicos del Mundo,mdm_spain,1,0,1,1,0,7471,ES-NIF-G79408852,1,ES-NIF-G79408852,1,1
McKinsey Development Partners,mdp,2,0,1,1,0,5121,GB-COH-11594545,1,GB-COH-11594545,1,1
MedAccess Guarantee Limited,medaccess,1,0,1,1,0,2497,GB-COH-11080032,1,GB-COH-11080032,1,1
MedicineAfrica Ltd.,medafrica,1,1,2,1,1,15469,GB-COH-07840888,1,GB-COH-07840888,1,1
Medair,medair,1,1,2,1,1,11619,CH-FDJP-106064950,1,CH-FDJP-106064950,1,1
Medecins du Monde Belgique - Dokters van de Wereld Belgïe,medecins,9,1,10,9,1,93029,BE-BCE_KBO-0460162753,1,BE-BCE_KBO-0460162753,2,1;2
Ministère de l'Economie et des Finances du Bénin,mefbenin,2,1,2,1,1,142063,XM-DAC-236,1,XM-DAC-236,1,null
Memisa,memisa,9,0,1,1,0,135398,BE-BCE_KBO-0435563751,1,BE-BCE_KBO-0435563751,2,1;2
Mercy-USA for Aid and Development,mercy-usa,2,0,1,1,0,21736,US-EIN-38-2846307,1,US-EIN-382846307,1,1
New Zealand - Ministry of Foreign Affairs and Trade - New Zealand Aid Programme,mfat,2177,1,22,21,1,66297782,NZ-1,2,NZ-1;XI-IATI-NZ-1,1,1
GEMS Education Solutions,mgcubed,1,1,2,1,1,14220,GB-COH-07669775,1,GB-COH-07669775,1,1
Micro Insurance Academy,mia_india,1,1,2,1,1,12111,IN-ITA-1886,1,IN-ITA-1886,1,1
MICAIA,mic-uk,2,1,2,1,1,9593,GB-CHC-1120413,1,GB-CHC-1120413,1,1
Micaia Foundation,micfound,2,0,1,1,0,88418,MZ-MOJ100094525,1,MZ-MOJ-100094525,1,1
MADE in Europe,mie-1134415,1,0,1,1,0,4310,GB-COH-1134415,1,GB-COH-1134415,1,1
Mifumi UK,mifumi_uk,2,1,2,1,1,66694,GB-CHC-1038785,1,GB-CHC-1038785,1,1
Millennium Challenge Corporation,millenniumchallenge,3738,1,50,49,1,46118533,US-18,1,US-18,3,1;2;3
Netherlands - Ministry of Foreign Affairs,minbuza_nl,9391,1,10,9,1,84444532,XM-DAC-7,1,XM-DAC-7,1,1
Mission Øst,missioneast,6,0,1,1,0,18826,DK-CVR-14723692,1,DK-CVR-14723692,1,null
MicroLoan Foundation,mlf,1,1,2,1,1,12949,GB-CHC-1104287,1,GB-CHC-1104287,1,1
Mensen met een Missie,mm1,22,2,4,2,2,616973,NL-KVK-41149831,2,NL-KVK-41022454;NL-KVK-41149831,1,null
Mulanje Mission Hospital,mmh,1,1,2,1,1,11226,MW-MRA-20125995,1,MW-MRA-20125995,1,1
Miel Maya Honing asbl,mmha,8,1,2,1,1,139727,BE-BCE_KBO-0415426155,1,BE-BCE_KBO-0415426155,2,1;2
Mott MacDonald Limited,mml,31,1,2,1,1,963207,GB-COH-1110949,1,GB-COH-1110949,1,1
Musalaha Ministry of Reconciliation,mmr_admin2,1,0,1,1,0,5501,IL-RA-580166452,1,IL-RA-580166452,1,1
Ministry of Foreign Affairs of  Japan,mofa-jpn,500,0,5,5,0,784277,XM-DAC-701-2,1,XM-DAC-701-2,1,1
Ministry of Foreign Affairs - United Arab Emirates (UAE),mofaic_uae,2,0,1,1,0,2776,XM-DAC-576,1,XM-DAC-576,1,1
Le Monde selon les femmes asbl,mondefemmes,9,1,2,1,1,123552,BE-BCE_KBO-0430826290,1,BE-BCE_KBO-0430826290,2,1;2
Mondiaal FNV,mondiaalfnv,18,1,12,11,1,271958,NL-KvK-41177601,1,NL-KVK-41177601,1,1
Montrose International LLP,montrose_llp,6,0,1,1,0,68713,GB-COH-OC350651,1,GB-COH-OC350651,1,1
Motivation,motivation,5,1,2,1,1,176622,GB-CHC-1079358,1,GB-CHC-1079358,1,1
UK - Medical Research Council,mrc,187,0,1,1,0,379379,GB-COH-RC000346,1,GB-COH-RC000346,1,null
"Medical Research Centre (MRC), Sierra Leone",mrc-sierra-leone,1,0,1,1,0,22039,SL-NRA-1001562-8,1,SL-NRA-1001562-8 ,1,1
Meningitis Research Foundation,mrf,1,1,2,1,1,3536,GB-CHC-1091105,1,GB-CHC-1091105,1,1
Minority Rights Group,mrg,7,1,2,1,1,65593,GB-CHC-282305,1,GB-CHC-282305,1,1
MSI Reproductive Choices,msi,24,1,2,1,1,752141,GB-COH-1102208,1,GB-COH-1102208,1,1
Maastricht School of Management,msm-ipd,1,1,2,1,1,32915,NL-KVK-41145371,2,NL-KVK-41145371;XI-IATI-NL-KVK-41145371,1,1
The Global Forum on MSM & HIV (MSMGF),msmgf,6,0,1,1,0,44907,US-EIN-471065461,1,US-EIN-471065461,1,2
