Publisher Name,Publisher Registry Id,Contacts (with valid data),Location Details (with valid data),Geographic Coordinates (with valid data),DAC Sectors (with valid data),Capital Spend (with valid data),Activity Documents (with valid data),Aid Type (with valid data),Recipient Language (with valid data),Result/ Indicator (with valid data),Average (with valid data),Contacts (with any data),Location Details (with any data),Geographic Coordinates (with any data),DAC Sectors (with any data),Capital Spend (with any data),Activity Documents (with any data),Aid Type (with any data),Recipient Language (with any data),Result/ Indicator (with any data),Average (with any data)
IntraHealth International,intrahealth,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
InvestInternational,investinternational,0,67,67,71,0,23,77,37,72,46,0,67,67,71,0,23,77,37,72,46
IOD PARC,iodparc,43,0,0,100,0,36,0,71,0,28,43,0,0,100,0,36,0,71,0,28
iPartner India,ip-india,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Ipas,ipas,0,0,0,100,0,67,0,-,0,19,0,0,0,100,0,67,0,-,0,19
IPE Global Limited,ipeglobal,100,100,100,100,0,100,100,33,0,70,100,100,100,100,0,100,100,33,0,70
Iraq Foundation,iraq_foundation,100,100,0,100,0,100,75,0,100,64,100,100,0,100,0,100,75,0,100,64
IRC,irc,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Ireland - Department of Foreign Affairs,irishaid,0,26,0,100,0,1,98,58,0,31,0,26,26,100,0,1,98,58,0,34
IREX (International Research and Exchange Board),irex,100,0,0,100,0,79,0,0,86,41,100,0,0,100,0,79,0,0,86,41
"Iringa Development of Youth, Disabled and Children Care",idydc,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Irise International,irise_int,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Irrawaddy Policy Exchange,ipe,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
Islamic Relief Worldwide,irw,0,0,0,100,0,50,100,0,0,28,0,0,0,100,0,50,100,0,0,28
IT for Change,itforchange,0,0,0,100,0,0,0,100,100,33,0,0,0,100,0,0,0,100,100,33
Itad,itad,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
ITECO - Centre de formation pour le développement,iteco,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
IUCN Nederlands Comité,iucn_nl,100,60,53,100,0,7,100,42,20,54,100,60,60,100,0,7,100,42,20,54
Japan International Cooperation Agency (JICA),jica,0,28,0,98,0,1,98,8,0,26,0,28,0,98,0,1,98,8,0,26
Jeevika Trust,jeevika_trust,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Jinja district union of persons with disabilities,jidu2021,0,0,0,0,0,0,0,100,0,11,0,0,0,0,0,0,0,100,0,11
Johns Hopkins University,gi-jhu,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Jordan Open Source Association,josa,100,0,0,100,0,0,100,0,100,44,100,0,0,100,0,0,100,0,100,44
Jordan River Foundation,jrf,0,0,0,100,0,0,0,0,100,22,0,0,0,100,0,0,0,0,100,22
Joshua Orphan and Community Care,jocc_uk,0,100,100,100,0,100,0,100,0,56,0,100,100,100,0,100,0,100,0,56
JoWomenomics,jowomenomics,0,0,0,67,0,0,0,0,0,7,0,0,0,67,0,0,0,0,0,7
Just Associates,jass,100,38,0,100,0,12,100,100,75,58,100,38,0,100,0,12,100,100,75,58
Justice For All Prison Fellowship Ethiopia,jfa-pfe,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Kadaster International,kad,100,25,0,50,0,0,50,0,25,28,100,25,0,50,0,0,50,0,25,28
Karuna Mission Social Solidarity - KMSS,kmss,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Karuna Trust,karuna,0,0,0,100,0,0,100,100,0,33,0,0,0,100,0,0,100,100,0,33
Kathmandu Medical College Public Limited,kmc,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Kemitraan Bagi Pembaruan Tata Pemerintahan,kemitraan,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Kenya Community Development Foundation,kcdf,100,0,0,100,0,0,100,100,100,56,100,0,0,100,0,0,100,100,100,56
Kenya National Commission on Human Rights,knchr,0,0,0,100,0,14,0,100,100,35,0,0,0,100,0,14,0,100,100,35
Kenya Private Sector Alliance,kepsa,0,0,0,0,0,100,100,100,100,44,0,0,0,0,0,100,100,100,100,44
Kepa ry,kepa,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Kerk in Actie,kerk_in_actie,0,0,0,100,0,0,0,0,100,22,0,0,0,100,0,0,0,0,100,22
Kesho Kenya,kesho_kenya,100,100,100,100,0,0,100,100,0,67,100,100,100,100,0,0,100,100,0,67
kidasha,kidasha,0,100,100,100,0,100,0,0,0,44,0,100,100,100,0,100,0,0,0,44
King Hussein Foundation,khf,0,0,0,39,0,0,0,0,0,4,0,0,0,39,0,0,0,0,0,4
King Salman Humanitarian Aid and Relief Centre,ksrelief291,0,0,0,100,0,0,99,20,0,24,0,0,0,100,0,0,99,20,0,24
King's College London,kingscollegelondon,0,0,0,100,0,0,0,50,0,17,0,0,0,100,0,0,0,50,0,17
Kisumu Medical and Education Trust,kmet,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
KITUO CHA SHERIA,kituo,0,0,0,0,0,0,0,100,0,11,0,0,0,0,0,0,0,100,0,11
KIYO,kiyo,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Koepel van de Vlaamse Noord-Zuidbeweging 11.11.11 VZW,111111_publisher,100,83,67,100,0,11,100,81,83,69,100,83,67,100,0,11,100,81,83,69
Koninklijk Nederlands Meteorologisch Instituut,knmi,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
KPMG East Africa,kpmgea,100,0,0,100,0,100,100,100,0,56,100,0,0,100,0,100,100,100,0,56
KPMG LLP,kpmgllp,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Kvinna till Kvinna,ktk,0,0,0,100,0,33,0,0,67,22,0,0,0,100,0,33,0,0,67,22
KwaAfrica,kwaafrica,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
Kwame Nkrumah University of Science and Technology,knust,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Kyiv School of Economics and Management,kse,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
LAMB Health Care Foundation,lhcf,100,0,0,100,0,100,100,0,0,44,100,0,0,100,0,100,100,0,0,44
Land Equity International,lei,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
Landell Mills,landell-mills,0,0,0,100,0,25,100,0,0,25,0,0,0,100,0,25,100,0,0,25
Larive International,larive,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
Laïcité et Humanisme en Afrique Centrale (LHAC),lhac,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Le Monde selon les femmes asbl,mondefemmes,100,78,78,100,0,11,100,100,78,72,100,78,78,100,0,11,100,100,78,72
LEAD International,lead_international,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Leaders of Tomorrow,sqf,100,100,100,0,0,100,100,-,0,56,100,100,100,0,0,100,100,-,0,56
Learning for Life,learningforlife,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Legal Action Worldwide,law,0,0,0,100,0,100,100,0,100,44,0,0,0,100,0,100,100,0,100,44
Lemann Foundation,lemann,100,0,0,100,0,0,0,0,0,22,100,0,0,100,0,0,0,0,0,22
Leonard Cheshire Disability,lcd_admin,0,0,0,100,0,0,100,75,0,31,0,0,0,100,0,0,100,75,0,31
Lepra,lepra,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Liga Internacional de Mujeres por la Paz y la Libertad - Limpal Colombia,limpal-colombia,100,100,0,100,0,0,100,100,100,67,100,100,0,100,0,0,100,100,100,67
Light Castle Partners,lcp,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Light For The World Belgium,lftw-be,100,60,60,100,0,20,100,100,60,67,100,60,60,100,0,20,100,100,60,67
Light for the World International,lftw-int,100,0,0,100,0,0,0,-,0,22,100,0,0,100,0,0,0,-,0,22
Link Community Development International,lcdi_admin,100,0,0,100,0,0,0,50,0,28,100,0,0,100,0,0,0,50,0,28
Link Community Development Scotland,lcds,0,0,0,0,0,0,100,100,0,22,0,0,0,100,0,0,100,100,0,33
"Lithuania, Ministry of Foreign Affairs",lithuania_mfa,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Lively Minds,livelyminds,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Liverpool School of Tropical Medicine,lstm,0,0,0,100,0,20,20,-,0,16,0,0,0,100,0,20,20,-,0,16
Living Earth Foundation,livingearth12,0,0,0,0,0,0,100,100,0,22,0,0,0,0,0,0,100,100,0,22
living peace institute,lpi,100,0,0,0,0,0,0,0,100,22,100,0,0,0,0,0,0,0,100,22
LIWA programme trust,liwa-admin,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Local Development and Small Projects Support,ldsps,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
London Business School,lbs,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
London School of Economics and Political Science,lse,0,0,0,100,0,0,0,-,0,11,0,0,0,100,0,0,0,-,0,11
London School of Hygiene and Tropical Medicine,lshtm,0,0,0,100,0,0,0,-,0,11,0,0,0,100,0,0,0,-,0,11
Loughborough University,lboro,0,0,0,50,0,0,0,100,0,17,0,0,0,50,0,0,0,100,0,17
Louvain Coopération,lc,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
LTS International Limited,lts,22,22,0,100,0,11,22,40,0,24,22,22,0,100,0,11,22,40,0,24
Luminate Foundation Inc.,luminate,100,0,0,100,0,0,100,100,0,44,100,0,0,100,0,0,100,100,0,44
M&C Saatchi,mcs_new,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
Maastricht School of Management,msm-ipd,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
MADE in Europe,mie-1134415,100,0,0,100,0,100,100,100,0,56,100,0,0,100,0,100,100,100,0,56
MAG,mag,40,0,0,100,0,0,0,33,90,29,40,0,0,100,0,0,0,33,90,29
Mainline,mainline,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Makerere University School of Public Health,maksph,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
Malaria Consortium,malariaconsortium,100,0,0,100,0,0,0,73,0,30,100,0,0,100,0,0,0,73,0,30
Mama Cash,mamac,100,0,0,100,0,20,100,-,80,44,100,0,0,100,0,20,100,-,80,44
MAMTA - Health Institute for Mother and Child,mamta_himc,100,100,0,0,100,0,0,100,0,44,100,100,0,0,100,0,0,100,0,44
Mango Tree Property Management LTD,mangotree,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
MannionDaniels,manniondaniels,100,0,0,100,0,75,100,-,0,42,100,0,0,100,0,75,100,-,0,42
MapAction,mapaction,0,0,0,67,0,0,100,75,0,27,0,0,0,100,0,0,100,75,0,31
marysmeals,marysmeals,100,0,0,100,0,100,0,100,0,44,100,0,0,100,0,100,0,100,0,44
Mastercard Foundation,mastercard-foundation,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
Max Foundation,max-foundation,100,20,20,100,20,20,20,0,60,40,100,20,20,100,20,20,20,0,60,40
Maxwell Stamp PLC,mstamp,100,0,0,100,0,67,0,0,0,30,100,0,0,100,0,67,0,0,0,30
McKinsey & Company,mck,50,0,0,100,0,0,0,33,0,20,50,0,0,100,0,0,0,33,0,20
McKinsey Development Partners,mdp,0,0,0,50,0,0,0,-,0,6,0,0,0,50,0,0,0,-,0,6
MDF Global,mdf,100,0,0,100,0,100,100,-,100,56,100,0,0,100,0,100,100,-,100,56
MedAccess Guarantee Limited,medaccess,100,0,0,0,0,0,100,-,0,22,100,0,0,0,0,0,100,-,0,22
Medair,medair,0,0,0,0,0,0,0,100,0,11,0,0,0,0,0,0,0,100,0,11
Medecins du Monde Belgique - Dokters van de Wereld Belgïe,medecins,100,100,100,100,0,0,100,86,100,76,100,100,100,100,0,0,100,86,100,76
Medecins du Monde France,mdm-fr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Media Development Investment Fund,mdif,0,0,0,100,0,0,0,-,0,11,0,0,0,100,0,0,0,-,0,11
"Medical Research Centre (MRC), Sierra Leone",mrc-sierra-leone,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
MedicineAfrica Ltd.,medafrica,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Medicos del Mundo,mdm_spain,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
Memisa,memisa,100,78,78,100,0,11,100,100,78,72,100,78,78,100,0,11,100,100,78,72
Meningitis Research Foundation,mrf,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Mensen met een Missie,mm1,100,0,0,100,0,10,100,0,70,42,100,0,0,100,0,10,100,0,70,42
Mercy Corps Europe,mce,100,0,0,91,0,45,100,22,36,44,100,0,0,91,0,45,100,22,36,44
Mercy Corps Global,mcg,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Mercy Corps Netherlands,mcn,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Mercy Ships UK Limited,msuk,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Mercy-USA for Aid and Development,mercy-usa,100,100,100,0,100,0,100,0,0,56,100,100,100,0,100,0,100,0,0,56
MICAIA,mic-uk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micaia Foundation,micfound,100,0,0,50,0,0,50,0,50,28,100,0,0,50,0,0,50,0,50,28
Micro Insurance Academy,mia_india,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
MicroLoan Foundation,mlf,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Miel Maya Honing asbl,mmha,100,75,75,100,0,25,100,86,50,68,100,75,75,100,0,25,100,86,50,68
Mifumi UK,mifumi_uk,0,0,0,100,0,100,100,100,0,44,0,0,0,100,0,100,100,100,0,44
Milieudefensie,foenl,8,0,0,100,0,8,100,57,42,35,8,0,0,100,0,8,100,57,42,35
Millennium Challenge Corporation,millenniumchallenge,6,16,16,54,54,4,100,15,4,30,6,16,16,54,54,4,100,15,4,30
Ministry of Foreign Affairs - United Arab Emirates (UAE),mofaic_uae,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
Ministry of Foreign Affairs of  Japan,mofa-jpn,0,0,0,100,0,0,0,37,0,15,0,0,0,100,0,0,0,37,0,15
Ministry of Foreign and European Affairs of the Slovak Republic,slovakaid,15,40,40,100,0,100,100,22,16,48,15,40,40,100,0,100,100,22,16,48
Ministère de l'Economie et des Finances du Bénin,mefbenin,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Minority Rights Group,mrg,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
Mission Øst,missioneast,0,0,0,0,0,0,100,-,0,11,0,0,0,0,0,0,100,-,0,11
Mondiaal FNV,mondiaalfnv,0,0,0,100,0,100,0,25,88,35,0,0,0,100,0,100,0,25,88,35
Montrose International LLP,montrose_llp,0,0,0,100,0,0,100,50,0,28,0,0,0,100,0,0,100,50,0,28
mothers2mothers,m2m_sa,100,0,0,0,0,100,100,-,0,33,100,0,0,0,0,100,100,-,0,33
Motivation,motivation,0,0,0,0,0,0,0,100,0,11,0,0,0,0,0,0,0,100,0,11
Mott MacDonald Limited,mml,0,0,0,100,0,12,100,79,6,33,0,0,0,100,0,12,100,79,6,33
MSI Reproductive Choices,msi,100,0,0,100,0,0,100,67,12,42,100,0,0,100,0,0,100,67,12,42
Mukisa Foundation,mukisa_foundation,0,0,0,100,0,0,0,-,0,11,0,0,0,100,0,0,0,-,0,11
Mulanje Mission Hospital,mmh,100,0,0,0,0,0,0,100,0,22,100,0,0,0,0,0,0,100,0,22
Multilateral Investment Fund,fomin,100,0,0,100,0,100,100,86,0,54,100,0,0,100,0,100,100,86,0,54
Musalaha Ministry of Reconciliation,mmr_admin2,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
Musawah Global Vision Berhad,musawah,100,0,0,100,0,0,0,-,100,33,100,0,0,100,0,0,0,-,100,33
Muslim Aid,muslimaid,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
MVO Nederland,mvo_nederland,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Mwatana for Human Rights,mwatana,100,100,100,100,100,100,100,0,100,89,100,100,100,100,100,100,100,0,100,89
Mzumbe University,m_u,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
Médecins Sans Vacances,msv,100,100,100,100,0,0,100,100,100,78,100,100,100,100,0,0,100,100,100,78
"Namati, Inc",namati_inc,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Nathan Associates London Ltd.,nathan,0,0,0,27,0,73,0,70,0,19,0,0,0,27,0,73,0,70,0,19
National Coalition of Human Rights Defenders - Kenya,nchrdk,100,0,0,100,0,100,100,100,100,67,100,0,0,100,0,100,100,100,100,67
National Union of Women With Disabilities of Uganda,nuwodu,100,100,100,100,0,0,100,100,100,78,100,100,100,100,0,0,100,100,100,78
Natural Justice,nj_1,100,0,0,0,100,25,100,38,100,51,100,0,0,0,100,25,100,38,100,51
Natural Resource Governance Institute (NRGI),nrgi,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
"Natural Resources Institute, University of Greenwich.",nri,50,0,0,100,0,25,0,100,0,31,50,0,0,100,0,25,0,100,0,31
Nature and Development Foundation,ndf_fgm,100,0,0,0,0,0,0,100,0,22,100,0,0,0,0,0,100,100,0,33
Near East Foundation (NEF USA),nef_usa,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Near East Foundation Mali (NEF Mali),nef_mali,100,100,100,100,0,100,100,100,100,89,100,100,100,100,0,100,100,100,100,89
Near East Foundation UK (NEF UK),nef-uk,100,100,100,100,0,100,100,100,100,89,100,100,100,100,0,100,100,100,100,89
Neem Foundation,neem,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Nepal Disabled Human Rights Center,dhrc_nepal,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
Nepal Netra Jyoti Sangh,nnjs_nepal,0,0,0,100,0,0,0,0,0,11,0,0,0,100,0,0,0,0,0,11
Netherlands - Ministry of Foreign Affairs,minbuza_nl,100,12,12,100,0,100,100,22,0,50,100,12,12,100,0,100,100,22,0,50
Netherlands Commission for Environmental Assessment,ncea,0,0,0,100,0,0,100,-,0,22,0,0,0,100,0,0,100,-,0,22
Netherlands Enterprise Agency (RVO),rvo,0,96,96,100,0,16,95,34,49,54,0,96,96,100,0,16,95,34,49,54
Netherlands Food Partnership,nfp,0,0,0,100,0,100,100,-,100,44,0,0,0,100,0,100,100,-,100,44
Netherlands Institute for Multiparty Democracy (NIMD),nimd-hq,100,0,0,100,0,7,100,13,43,40,100,0,0,100,0,7,100,13,43,40
Netherlands Organisation for Scientific Research (NWO),nwo,100,0,0,100,0,33,33,0,100,41,100,0,0,100,0,33,33,0,100,41
Netherlands Red Cross,nlrc,95,4,4,79,0,4,100,33,53,41,95,4,4,79,0,4,100,33,53,41
Netherlands Space Office,nso,100,100,100,100,0,100,100,0,100,78,100,100,100,100,0,100,100,0,100,78
Netherlands Water Partnership,nwp,0,0,0,0,0,100,0,0,100,22,0,0,0,0,0,100,0,0,100,22
Network for Africa,network4africa,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Network For Enterprise Enhancement and Development Support,needs,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
New York University,nyu,0,0,0,100,0,100,0,-,0,22,0,0,0,100,0,100,0,-,0,22
New Zealand - Ministry of Foreign Affairs and Trade - New Zealand Aid Programme,mfat,100,8,8,100,21,61,100,73,0,52,100,8,8,100,21,61,100,73,0,52
NGO Federation of Nepal,nfn,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Ngo-federatie (Vlaamse federatie van ngo's voor ontwikkelingssamenwerking),ngo-federatie,100,100,100,100,0,17,100,100,67,76,100,100,100,100,0,17,100,100,67,76
Niger Delta Stakeholders Initiative for Community Development and Empowerment,ndsicde,100,0,0,100,0,0,0,100,100,44,100,0,0,100,0,0,0,100,100,44
NIRAS A/S,niras,0,0,0,100,0,0,0,-,0,11,0,0,0,100,0,0,0,-,0,11
NKHOMA MISSION HOSPITAL,nmhiati,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
NLR,nlr,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,-,0,0
NLR Indonesia,nlr_indonesia,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Non-Timber Forest Products Exchange Programme,ntfp-ep,0,0,0,100,0,0,100,57,43,33,0,0,0,100,0,0,100,57,43,33
Nonviolent Peaceforce South Sudan,npss,0,100,0,0,0,33,0,67,100,33,0,100,0,0,0,33,0,67,100,33
Norad - Norwegian Agency for Development Cooperation,norad,0,0,0,100,0,100,100,34,0,37,0,0,0,100,0,100,100,34,0,37
NORSAAC,norsaac,0,0,0,0,0,0,0,100,0,11,0,0,0,0,0,0,0,100,0,11
Northern Ireland Cooperation Overseas Ltd,nico,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Northern Network for Education Development,nned,0,0,0,100,0,0,0,100,0,22,0,0,0,100,0,0,0,100,0,22
Northern Rangelands Trust,nrt-kenya,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Norwegian People's Aid,npa,100,100,100,100,0,0,100,0,100,67,100,100,100,100,0,0,100,0,100,67
Norwegian Refugee Council,nrc,25,0,0,100,0,0,25,33,0,20,25,0,0,100,0,0,25,33,0,20
"NpM, Platform for Inclusive Finance",npm,100,0,0,100,0,100,100,-,33,48,100,0,0,100,0,100,100,-,33,48
Nuffic,nuffic20171017,100,22,22,99,0,22,100,31,22,46,100,22,22,100,0,22,100,31,22,47
Nutrition International,nutritionintl,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
OCHA Country Based Pooled Funds,unocha-cbpf,100,100,100,100,100,100,100,0,0,78,100,100,100,100,100,100,100,0,0,78
ODI,odi,100,0,0,100,0,27,70,60,0,40,100,0,0,100,0,27,70,60,0,40
ODI Sales Limited,odi_sales_ltd,100,0,0,100,0,0,100,0,0,33,100,0,0,100,0,0,100,0,0,33
OECD,oecd,100,0,0,100,0,100,100,0,100,56,100,0,0,100,0,100,100,0,100,56
Office for National Statistics,ons,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Okapi Consulting,okapiconsulting,0,0,0,0,0,100,0,0,0,11,0,0,0,0,0,100,0,0,0,11
Olamma Cares Foundation,olammacares,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
One Acre Fund,oneacrefund,100,0,0,100,0,11,100,-,100,46,100,0,0,100,0,11,100,-,100,46
One to One Children's Fund,onetoonecf,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
One Young World,oyw,0,0,0,100,0,100,0,100,50,39,0,0,0,100,0,100,0,100,50,39
ONG ALCRER,alcrer-1,100,100,100,100,0,100,100,100,100,89,100,100,100,100,0,100,100,100,100,89
Open Capital Advisors,oca,0,0,0,100,0,0,100,100,0,33,0,0,0,100,0,0,100,100,0,33
openmindedly,openmindedly,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
OpenNorth,opennorth,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Opportunity International Savings and Loans Ltd,oisl_gh,100,0,0,100,0,0,0,100,0,33,100,0,0,100,0,0,0,100,0,33
Opportunity International UK,opportunity-international-uk,40,0,0,100,0,80,100,50,0,41,40,0,0,100,0,80,100,50,0,41
Options Consultancy Services,options,100,100,85,100,0,0,100,75,0,62,100,100,85,100,0,0,100,75,0,62
Orbis Africa,orbis_africa,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Orbis Charitable Trust,orbis_uk,100,100,100,100,0,100,100,0,50,72,100,100,100,100,0,100,100,0,50,72
Orbis Ethiopia,orbis_ethiopia,100,100,100,100,0,0,100,0,100,67,100,100,100,100,0,0,100,0,100,67
Orbis International,orbis_international,0,100,100,100,0,0,100,0,0,44,0,100,100,100,0,0,100,0,0,44
OurLoop Stitchting,loop,100,0,0,100,0,0,100,0,0,33,100,0,0,100,0,0,100,0,0,33
Oxfam America,oxfamus,0,0,0,100,0,0,0,34,0,15,0,0,0,100,0,0,0,34,0,15
Oxfam Australia,oau,99,0,0,100,0,0,0,53,0,28,99,0,0,100,0,0,0,53,0,28
Oxfam GB,oxfamgb,100,0,0,0,0,0,0,34,0,15,100,0,0,0,0,0,0,34,0,15
Oxfam IBIS,ibis_denmark,0,0,0,100,0,50,100,-,0,28,0,0,0,100,0,50,100,-,0,28
Oxfam India,oxfamindia,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Oxfam Intermón,oxfamintermon,89,0,0,100,0,72,89,4,0,39,89,0,0,100,0,72,89,4,0,39
Oxfam Novib,onl,100,19,19,100,0,100,99,24,96,62,100,19,19,100,0,100,100,24,96,62
Oxfam Solidarité-Solidariteit,oxsol,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Oxfam Wereldwinkels,oww,100,100,100,100,0,0,100,100,100,78,100,100,100,100,0,0,100,100,100,78
Oxfam-Magasins du monde (omdm),omdm,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Oxfam-Quebec,oqc,0,100,100,100,0,100,0,100,100,67,0,100,100,100,0,100,0,100,100,67
Oxford Policy Management,opml,44,0,0,94,0,0,0,50,0,21,44,0,0,94,0,0,0,50,0,21
Pact,pact,100,0,0,100,0,0,0,16,0,24,100,0,0,100,0,0,0,16,0,24
Palestinian Working Women Society for Development,pwwsd_2022,0,0,0,100,0,0,0,0,100,22,0,0,0,100,0,0,0,0,100,22
Palladium Europe,palladium_eur,0,0,0,100,0,0,0,-,100,22,0,0,0,100,0,0,0,-,100,22
Palladium International Ltd (UK),palladium,93,0,0,100,0,33,0,67,0,33,93,0,0,100,0,33,0,67,0,33
Palliative Care Association of Malawi,pacam,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0
Palliative Care Support Trust,pcst,100,0,0,100,0,0,0,100,0,33,100,0,0,100,0,0,0,100,0,33
Pan Africa ILGA,pai155669,0,0,0,100,0,0,100,100,50,39,0,0,0,100,0,0,100,100,50,39
Pan African Climate Justice Alliance,pacja,100,0,0,100,0,0,100,-,50,39,100,0,0,100,0,0,100,-,50,39
